,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_min_impurity_decrease,param_max_depth,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.002791738510131836,0.00039941255182361494,0.000995302200317383,3.670717097075983e-06,entropy,0.0,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0}",0.562753036437247,0.5425101214574899,0.631578947368421,0.5789473684210527,0.6747967479674797,0.5981172443303381,0.048393584915206414,112,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,0.0023909568786621093,0.00048902587067786,0.00019941329956054687,0.00039882659912109374,entropy,0.00020408163265306123,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.00020408163265306123}",0.562753036437247,0.5141700404858299,0.6194331983805668,0.5910931174089069,0.6585365853658537,0.5891971956156808,0.04910016072296232,122,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,0.002403068542480469,0.000477683065637715,0.0,0.0,entropy,0.00040816326530612246,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.00040816326530612246}",0.5506072874493927,0.5344129554655871,0.6477732793522267,0.5789473684210527,0.6626016260162602,0.5948685033409038,0.05148611904270683,116,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,0.0025910377502441407,0.00045734338042823294,0.0005990028381347656,0.0004890854506783606,entropy,0.0006122448979591836,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0006122448979591836}",0.562753036437247,0.5384615384615384,0.6396761133603239,0.5789473684210527,0.6666666666666666,0.5973009446693657,0.04816585046898112,113,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4,0.002392101287841797,0.000486976689440264,0.00019683837890625,0.0003936767578125,entropy,0.0008163265306122449,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0008163265306122449}",0.5546558704453441,0.5222672064777328,0.6194331983805668,0.5789473684210527,0.6747967479674797,0.5900200783384353,0.05294506415936809,121,0.9878419452887538,0.9949341438703141,0.993920972644377,0.9918946301925026,0.9939271255060729,0.992503763500404,0.002531591686060571
5,0.0023813724517822267,0.0004966089348314883,0.0,0.0,entropy,0.0010204081632653062,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0010204081632653062}",0.5546558704453441,0.5384615384615384,0.611336032388664,0.5951417004048583,0.6707317073170732,0.5940653698034956,0.04652323350973128,118,0.9787234042553191,0.9908814589665653,0.983789260385005,0.983789260385005,0.9939271255060729,0.9862221018995936,0.005461591326424947
6,0.0023925304412841797,0.0004524153711566572,0.0003968715667724609,0.0004860700705477767,entropy,0.0012244897959183673,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0012244897959183673}",0.5546558704453441,0.5303643724696356,0.6072874493927125,0.582995951417004,0.6869918699186992,0.5924591027286791,0.05390865434631085,120,0.9696048632218845,0.9848024316109423,0.9574468085106383,0.9716312056737588,0.9726720647773279,0.9712314747589105,0.008707110231917326
7,0.0021988868713378905,0.0003959352214291589,0.0001998424530029297,0.0003996849060058594,entropy,0.0014285714285714286,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0014285714285714286}",0.5546558704453441,0.5465587044534413,0.631578947368421,0.582995951417004,0.6585365853658537,0.5948652118100128,0.04357322874745032,117,0.9341438703140831,0.950354609929078,0.9290780141843972,0.9523809523809523,0.9139676113360324,0.9359850116289085,0.014220932171620463
8,0.0021917343139648436,0.00044005966486616,0.0001983642578125,0.000396728515625,entropy,0.0016326530612244899,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0016326530612244899}",0.5789473684210527,0.5425101214574899,0.631578947368421,0.7165991902834008,0.6788617886178862,0.6296994832296501,0.06348194342700055,81,0.8936170212765957,0.9189463019250254,0.8976697061803445,0.8804457953394124,0.8987854251012146,0.8978928499645186,0.012383672710761816
9,0.001611948013305664,0.0005025214175002632,0.0005824089050292969,0.00047637500778484153,entropy,0.0018367346938775511,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0018367346938775511}",0.562753036437247,0.5465587044534413,0.6275303643724697,0.7125506072874493,0.6747967479674797,0.6248378921036174,0.06352765950883167,88,0.8865248226950354,0.8844984802431611,0.8733535967578521,0.8632218844984803,0.8623481781376519,0.8739893924664361,0.010192539153584165
10,0.0018174171447753907,0.0004227992603794852,0.0,0.0,entropy,0.0020408163265306124,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0020408163265306124}",0.5182186234817814,0.5425101214574899,0.6194331983805668,0.7125506072874493,0.6991869918699187,0.6183799084954412,0.07897787317321057,99,0.867274569402229,0.8622087132725431,0.8449848024316109,0.8611955420466059,0.8491902834008097,0.8569707821107597,0.008433889031324268
11,0.0017939567565917968,0.00039812198055402,0.00019850730895996094,0.0003970146179199219,entropy,0.0022448979591836735,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0022448979591836735}",0.4898785425101215,0.5546558704453441,0.6194331983805668,0.7368421052631579,0.7154471544715447,0.623251374214147,0.09371355282803163,90,0.8541033434650456,0.8551165146909828,0.8226950354609929,0.8237082066869301,0.8360323886639676,0.8383310977935838,0.014100449689203065
12,0.001208019256591797,0.0004252493929132764,0.00018682479858398438,0.0003736495971679688,entropy,0.0024489795918367346,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0024489795918367346}",0.4939271255060729,0.5546558704453441,0.6234817813765182,0.7246963562753036,0.7073170731707317,0.6208156413547942,0.08804387506499357,96,0.8389057750759878,0.8530901722391084,0.8024316109422492,0.795339412360689,0.8097165991902834,0.8198967139616636,0.02224803676292831
13,0.001590585708618164,0.0004898820282067131,0.00020079612731933595,0.0004015922546386719,entropy,0.002653061224489796,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.002653061224489796}",0.5141700404858299,0.5506072874493927,0.6558704453441295,0.7246963562753036,0.7113821138211383,0.6313452486751588,0.08481799589866185,78,0.828774062816616,0.8419452887537994,0.7892603850050659,0.795339412360689,0.8076923076923077,0.8126022913256955,0.01994741693223416
14,0.001606130599975586,0.0004793738743979286,0.00019865036010742189,0.00039730072021484377,entropy,0.002857142857142857,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.002857142857142857}",0.5101214574898786,0.562753036437247,0.6558704453441295,0.7125506072874493,0.7235772357723578,0.6329745564662124,0.08377274126174158,77,0.7922998986828774,0.8378926038500507,0.7872340425531915,0.7831813576494427,0.798582995951417,0.7998381797373959,0.019712201086470624
15,0.0018108367919921875,0.0004081269933935778,0.00019927024841308593,0.00039854049682617185,entropy,0.0030612244897959186,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0030612244897959186}",0.5182186234817814,0.562753036437247,0.6639676113360324,0.7692307692307693,0.7317073170731707,0.6491754715118001,0.09598137399819683,65,0.790273556231003,0.8368794326241135,0.7730496453900709,0.7619047619047619,0.7864372469635628,0.7897089286227025,0.025638574678269507
16,0.001194334030151367,0.00040291068364070533,0.00019931793212890625,0.0003986358642578125,entropy,0.0032653061224489797,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0032653061224489797}",0.5141700404858299,0.562753036437247,0.6639676113360324,0.7692307692307693,0.7317073170731707,0.6483657549126098,0.09709337045195643,66,0.7872340425531915,0.8348530901722391,0.7659574468085106,0.7619047619047619,0.7844129554655871,0.7868724593808581,0.02595821450407512
17,0.0009988784790039063,2.5123481506957033e-06,0.0,0.0,entropy,0.0034693877551020408,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0034693877551020408}",0.5141700404858299,0.5222672064777328,0.6639676113360324,0.7692307692307693,0.8048780487804879,0.6549027352621705,0.12086648904408133,50,0.7872340425531915,0.8318135764944276,0.7659574468085106,0.7619047619047619,0.7631578947368421,0.7820135444995467,0.026551812462057886
18,0.0012115955352783204,0.0003935170519674284,0.00019831657409667968,0.00039663314819335935,entropy,0.0036734693877551023,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0036734693877551023}",0.5182186234817814,0.5465587044534413,0.6639676113360324,0.7692307692307693,0.8048780487804879,0.6605707514565025,0.11480941545139742,16,0.7831813576494427,0.828774062816616,0.7649442755825735,0.7619047619047619,0.7631578947368421,0.7803924705380473,0.025400901809458806
19,0.0010265350341796876,5.798614332327593e-05,0.0005692481994628906,0.00046879259113288417,entropy,0.0038775510204081634,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.0038775510204081634}",0.5182186234817814,0.5465587044534413,0.6639676113360324,0.7692307692307693,0.7764227642276422,0.6548796945459333,0.10801959224125258,54,0.7831813576494427,0.8257345491388045,0.7649442755825735,0.7619047619047619,0.7591093117408907,0.7789748512032947,0.024847731109872376
20,0.0012144088745117188,0.0003905087769357675,0.0001976490020751953,0.0003952980041503906,entropy,0.004081632653061225,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.004081632653061225}",0.5182186234817814,0.562753036437247,0.6639676113360324,0.7692307692307693,0.7764227642276422,0.6581185609426944,0.10492148922104479,31,0.7831813576494427,0.8206686930091185,0.7649442755825735,0.7619047619047619,0.757085020242915,0.7775568216777623,0.023295608181443966
21,0.0011904716491699218,0.00040010574269894113,0.00040411949157714844,0.000494972221418846,entropy,0.004285714285714286,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.004285714285714286}",0.5141700404858299,0.562753036437247,0.6558704453441295,0.7732793522267206,0.7764227642276422,0.6564991277443138,0.10683219868026039,40,0.7801418439716312,0.8206686930091185,0.7629179331306991,0.7588652482269503,0.757085020242915,0.7759357477162628,0.023811522487888946
22,0.001032257080078125,7.266122159432719e-05,0.0003996849060058594,0.0004895143612501306,entropy,0.004489795918367347,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.004489795918367347}",0.5263157894736842,0.562753036437247,0.6558704453441295,0.7732793522267206,0.7764227642276422,0.6589282775418848,0.10365927070363752,27,0.7710233029381965,0.8186423505572442,0.7629179331306991,0.7588652482269503,0.757085020242915,0.7737067710192009,0.022975463999701122
23,0.0012081623077392577,0.00035861126796805904,0.0003971099853515625,0.0004863742192585224,entropy,0.004693877551020408,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.004693877551020408}",0.5263157894736842,0.562753036437247,0.6518218623481782,0.7732793522267206,0.7967479674796748,0.662183601593101,0.10853911707104731,14,0.7710233029381965,0.8186423505572442,0.7608915906788247,0.7588652482269503,0.75,0.7718844984802431,0.024315898344237544
24,0.0011968135833740235,0.00040153894521289694,0.00019974708557128905,0.0003994941711425781,entropy,0.004897959183673469,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.004897959183673469}",0.5263157894736842,0.5668016194331984,0.6518218623481782,0.7732793522267206,0.7967479674796748,0.6629933181922912,0.10780696332009077,12,0.7710233029381965,0.8156028368794326,0.7608915906788247,0.7588652482269503,0.75,0.7712765957446808,0.023149355128332525
25,0.0011782646179199219,0.0004047961323342698,0.0,0.0,entropy,0.005102040816326531,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.005102040816326531}",0.5263157894736842,0.5668016194331984,0.6518218623481782,0.7732793522267206,0.7967479674796748,0.6629933181922912,0.10780696332009077,12,0.7710233029381965,0.8156028368794326,0.7608915906788247,0.7588652482269503,0.75,0.7712765957446808,0.023149355128332525
